sample,ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV12,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV20,ASV23,ASV24,ASV25,ASV26,ASV27,ASV28,ASV29,ASV31,ASV32,ASV33,ASV34,ASV36,ASV37,ASV41,ASV44,ASV45,ASV47,ASV52,ASV55,ASV57,ASV58,ASV60,ASV61,ASV64,ASV66,ASV72,ASV79,ASV81,ASV83,ASV87,ASV88,ASV96,ASV98,ASV99,ASV101,ASV104,ASV105,ASV106,ASV117,ASV118,ASV120,ASV129,ASV136,ASV137,ASV142,ASV144,ASV149,ASV155,ASV158,ASV160,ASV174,ASV175,ASV177,ASV187,ASV195,ASV204,ASV206,ASV207,ASV210,ASV212,ASV217,ASV224,ASV234,ASV243,ASV257,ASV258,ASV275,ASV283,ASV288,ASV297,ASV303,ASV325,ASV330,ASV344,ASV378,ASV411,ASV433,ASV514,ASV528,ASV542,ASV546,ASV550,ASV558,ASV564,ASV574,ASV591,ASV592,ASV596,ASV598,ASV599,ASV616,ASV619,ASV630,ASV638,ASV639,ASV640,ASV641,ASV642
tdna053,20305,0,1514,299,19636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna054,35501,6254,7377,127,0,8700,0,2280,5136,0,0,0,0,5098,338,0,0,0,548,0,0,0,0,0,76,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,172,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna054,38449,4536,6860,214,0,9157,0,2014,5834,0,0,1189,0,4329,146,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,46,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,325,0,227,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna054,29295,2169,2427,193,0,6905,0,1325,4346,0,0,626,0,3575,364,660,0,0,533,0,0,0,0,0,0,484,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna055,0,23570,0,0,0,0,0,0,22963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna055,33,32,0,0,65376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna055,0,81,0,0,76757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna056,25303,6247,5344,282,0,4591,0,782,5440,0,0,0,0,1231,95,0,0,0,0,0,0,47,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,503,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna056,29523,5373,5241,181,0,8452,0,2302,3514,0,0,0,0,4495,512,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna056,57439,0,4119,380,0,18807,329,2549,0,0,0,0,0,3809,228,0,0,0,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna057,25671,3273,5314,250,0,6421,382,795,6459,0,0,1237,0,2028,164,0,0,0,0,0,0,0,267,780,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,50,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna057,26291,4750,4597,0,0,6826,1024,3022,6750,0,0,397,0,2576,439,0,611,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna057,23246,2727,3352,0,0,3313,606,884,4935,0,0,0,0,2570,193,0,0,0,0,0,0,0,0,423,0,116,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
